Cement,Sand,Water,√t/√s,Bacteria,Fiber,Water absorption
600,1200,170,128.496,2,3,0.7795
600,1200,170,131.328,2,3,0.791
600,1200,170,134.16,2,3,0.8025
600,1200,170,136.722,2,3,0.8095
600,1200,170,139.284,2,3,0.8165
600,1200,170,141.84601,2,3,0.8235
600,1200,170,144.408,2,3,0.8305
600,1200,170,146.97,2,3,0.8375
600,1200,170,159.146,2,3,0.89
600,1200,170,171.32201,2,3,0.9425
600,1200,170,183.498,2,3,0.995
600,1200,170,195.67401,2,3,1.0475
600,1200,170,207.85,2,3,1.1
